"","year","country","continent","pop"
"1150",1997,"Norway","Europe",4405672
"1151",2002,"Norway","Europe",4535591
"1152",2007,"Norway","Europe",4627926
"1153",1952,"Oman","Asia",507833
"1154",1957,"Oman","Asia",561977
"1155",1962,"Oman","Asia",628164
"1156",1967,"Oman","Asia",714775
"1157",1972,"Oman","Asia",829050
"1158",1977,"Oman","Asia",1004533
"1159",1982,"Oman","Asia",1301048
"1160",1987,"Oman","Asia",1593882
"1161",1992,"Oman","Asia",1915208
"1162",1997,"Oman","Asia",2283635
"1163",2002,"Oman","Asia",2713462
"1164",2007,"Oman","Asia",3204897
"1165",1952,"Pakistan","Asia",41346560
"1166",1957,"Pakistan","Asia",46679944
"1167",1962,"Pakistan","Asia",53100671
"1168",1967,"Pakistan","Asia",60641899
"1169",1972,"Pakistan","Asia",69325921
"1170",1977,"Pakistan","Asia",78152686
"1171",1982,"Pakistan","Asia",91462088
"1172",1987,"Pakistan","Asia",105186881
"1173",1992,"Pakistan","Asia",120065004
"1174",1997,"Pakistan","Asia",135564834
"1175",2002,"Pakistan","Asia",153403524
"1176",2007,"Pakistan","Asia",169270617
"1177",1952,"Panama","Americas",940080
"1178",1957,"Panama","Americas",1063506
"1179",1962,"Panama","Americas",1215725
"1180",1967,"Panama","Americas",1405486
"1181",1972,"Panama","Americas",1616384
"1182",1977,"Panama","Americas",1839782
"1183",1982,"Panama","Americas",2036305
"1184",1987,"Panama","Americas",2253639
"1185",1992,"Panama","Americas",2484997
"1186",1997,"Panama","Americas",2734531
"1187",2002,"Panama","Americas",2990875
"1188",2007,"Panama","Americas",3242173
"1189",1952,"Paraguay","Americas",1555876
"1190",1957,"Paraguay","Americas",1770902
"1191",1962,"Paraguay","Americas",2009813
"1192",1967,"Paraguay","Americas",2287985
"1193",1972,"Paraguay","Americas",2614104
"1194",1977,"Paraguay","Americas",2984494
"1195",1982,"Paraguay","Americas",3366439
"1196",1987,"Paraguay","Americas",3886512
"1197",1992,"Paraguay","Americas",4483945
"1198",1997,"Paraguay","Americas",5154123
"1199",2002,"Paraguay","Americas",5884491
"1200",2007,"Paraguay","Americas",6667147
"1201",1952,"Peru","Americas",8025700
"1202",1957,"Peru","Americas",9146100
"1203",1962,"Peru","Americas",10516500
"1204",1967,"Peru","Americas",12132200
"1205",1972,"Peru","Americas",13954700
"1206",1977,"Peru","Americas",15990099
"1207",1982,"Peru","Americas",18125129
"1208",1987,"Peru","Americas",20195924
"1209",1992,"Peru","Americas",22430449
"1210",1997,"Peru","Americas",24748122
"1211",2002,"Peru","Americas",26769436
"1212",2007,"Peru","Americas",28674757
"1213",1952,"Philippines","Asia",22438691
"1214",1957,"Philippines","Asia",26072194
"1215",1962,"Philippines","Asia",30325264
"1216",1967,"Philippines","Asia",35356600
"1217",1972,"Philippines","Asia",40850141
"1218",1977,"Philippines","Asia",46850962
"1219",1982,"Philippines","Asia",53456774
"1220",1987,"Philippines","Asia",60017788
"1221",1992,"Philippines","Asia",67185766
"1222",1997,"Philippines","Asia",75012988
"1223",2002,"Philippines","Asia",82995088
"1224",2007,"Philippines","Asia",91077287
"1225",1952,"Poland","Europe",25730551
"1226",1957,"Poland","Europe",28235346
"1227",1962,"Poland","Europe",30329617
"1228",1967,"Poland","Europe",31785378
"1229",1972,"Poland","Europe",33039545
"1230",1977,"Poland","Europe",34621254
"1231",1982,"Poland","Europe",36227381
"1232",1987,"Poland","Europe",37740710
"1233",1992,"Poland","Europe",38370697
"1234",1997,"Poland","Europe",38654957
"1235",2002,"Poland","Europe",38625976
"1236",2007,"Poland","Europe",38518241
"1237",1952,"Portugal","Europe",8526050
"1238",1957,"Portugal","Europe",8817650
"1239",1962,"Portugal","Europe",9019800
"1240",1967,"Portugal","Europe",9103000
"1241",1972,"Portugal","Europe",8970450
"1242",1977,"Portugal","Europe",9662600
"1243",1982,"Portugal","Europe",9859650
"1244",1987,"Portugal","Europe",9915289
"1245",1992,"Portugal","Europe",9927680
"1246",1997,"Portugal","Europe",10156415
"1247",2002,"Portugal","Europe",10433867
"1248",2007,"Portugal","Europe",10642836
"1249",1952,"Puerto Rico","Americas",2227000
"1250",1957,"Puerto Rico","Americas",2260000
"1251",1962,"Puerto Rico","Americas",2448046
"1252",1967,"Puerto Rico","Americas",2648961
"1253",1972,"Puerto Rico","Americas",2847132
"1254",1977,"Puerto Rico","Americas",3080828
"1255",1982,"Puerto Rico","Americas",3279001
"1256",1987,"Puerto Rico","Americas",3444468
"1257",1992,"Puerto Rico","Americas",3585176
"1258",1997,"Puerto Rico","Americas",3759430
"1259",2002,"Puerto Rico","Americas",3859606
"1260",2007,"Puerto Rico","Americas",3942491
"1261",1952,"Reunion","Africa",257700
"1262",1957,"Reunion","Africa",308700
"1263",1962,"Reunion","Africa",358900
"1264",1967,"Reunion","Africa",414024
"1265",1972,"Reunion","Africa",461633
"1266",1977,"Reunion","Africa",492095
"1267",1982,"Reunion","Africa",517810
"1268",1987,"Reunion","Africa",562035
"1269",1992,"Reunion","Africa",622191
"1270",1997,"Reunion","Africa",684810
"1271",2002,"Reunion","Africa",743981
"1272",2007,"Reunion","Africa",798094
"1273",1952,"Romania","Europe",16630000
"1274",1957,"Romania","Europe",17829327
"1275",1962,"Romania","Europe",18680721
"1276",1967,"Romania","Europe",19284814
"1277",1972,"Romania","Europe",20662648
"1278",1977,"Romania","Europe",21658597
"1279",1982,"Romania","Europe",22356726
"1280",1987,"Romania","Europe",22686371
"1281",1992,"Romania","Europe",22797027
"1282",1997,"Romania","Europe",22562458
"1283",2002,"Romania","Europe",22404337
"1284",2007,"Romania","Europe",22276056
"1285",1952,"Rwanda","Africa",2534927
"1286",1957,"Rwanda","Africa",2822082
"1287",1962,"Rwanda","Africa",3051242
"1288",1967,"Rwanda","Africa",3451079
"1289",1972,"Rwanda","Africa",3992121
"1290",1977,"Rwanda","Africa",4657072
"1291",1982,"Rwanda","Africa",5507565
"1292",1987,"Rwanda","Africa",6349365
"1293",1992,"Rwanda","Africa",7290203
"1294",1997,"Rwanda","Africa",7212583
"1295",2002,"Rwanda","Africa",7852401
"1296",2007,"Rwanda","Africa",8860588
"1297",1952,"Sao Tome and Principe","Africa",60011
"1298",1957,"Sao Tome and Principe","Africa",61325
"1299",1962,"Sao Tome and Principe","Africa",65345
"1300",1967,"Sao Tome and Principe","Africa",70787
"1301",1972,"Sao Tome and Principe","Africa",76595
"1302",1977,"Sao Tome and Principe","Africa",86796
"1303",1982,"Sao Tome and Principe","Africa",98593
"1304",1987,"Sao Tome and Principe","Africa",110812
"1305",1992,"Sao Tome and Principe","Africa",125911
"1306",1997,"Sao Tome and Principe","Africa",145608
"1307",2002,"Sao Tome and Principe","Africa",170372
"1308",2007,"Sao Tome and Principe","Africa",199579
"1309",1952,"Saudi Arabia","Asia",4005677
"1310",1957,"Saudi Arabia","Asia",4419650
"1311",1962,"Saudi Arabia","Asia",4943029
"1312",1967,"Saudi Arabia","Asia",5618198
"1313",1972,"Saudi Arabia","Asia",6472756
"1314",1977,"Saudi Arabia","Asia",8128505
"1315",1982,"Saudi Arabia","Asia",11254672
"1316",1987,"Saudi Arabia","Asia",14619745
"1317",1992,"Saudi Arabia","Asia",16945857
"1318",1997,"Saudi Arabia","Asia",21229759
"1319",2002,"Saudi Arabia","Asia",24501530
"1320",2007,"Saudi Arabia","Asia",27601038
"1321",1952,"Senegal","Africa",2755589
"1322",1957,"Senegal","Africa",3054547
"1323",1962,"Senegal","Africa",3430243
"1324",1967,"Senegal","Africa",3965841
"1325",1972,"Senegal","Africa",4588696
"1326",1977,"Senegal","Africa",5260855
"1327",1982,"Senegal","Africa",6147783
"1328",1987,"Senegal","Africa",7171347
"1329",1992,"Senegal","Africa",8307920
"1330",1997,"Senegal","Africa",9535314
"1331",2002,"Senegal","Africa",10870037
"1332",2007,"Senegal","Africa",12267493
"1333",1952,"Serbia","Europe",6860147
"1334",1957,"Serbia","Europe",7271135
"1335",1962,"Serbia","Europe",7616060
"1336",1967,"Serbia","Europe",7971222
"1337",1972,"Serbia","Europe",8313288
"1338",1977,"Serbia","Europe",8686367
"1339",1982,"Serbia","Europe",9032824
"1340",1987,"Serbia","Europe",9230783
"1341",1992,"Serbia","Europe",9826397
"1342",1997,"Serbia","Europe",10336594
"1343",2002,"Serbia","Europe",10111559
"1344",2007,"Serbia","Europe",10150265
"1345",1952,"Sierra Leone","Africa",2143249
"1346",1957,"Sierra Leone","Africa",2295678
"1347",1962,"Sierra Leone","Africa",2467895
"1348",1967,"Sierra Leone","Africa",2662190
"1349",1972,"Sierra Leone","Africa",2879013
"1350",1977,"Sierra Leone","Africa",3140897
"1351",1982,"Sierra Leone","Africa",3464522
"1352",1987,"Sierra Leone","Africa",3868905
"1353",1992,"Sierra Leone","Africa",4260884
"1354",1997,"Sierra Leone","Africa",4578212
"1355",2002,"Sierra Leone","Africa",5359092
"1356",2007,"Sierra Leone","Africa",6144562
"1357",1952,"Singapore","Asia",1127000
"1358",1957,"Singapore","Asia",1445929
"1359",1962,"Singapore","Asia",1750200
"1360",1967,"Singapore","Asia",1977600
"1361",1972,"Singapore","Asia",2152400
"1362",1977,"Singapore","Asia",2325300
"1363",1982,"Singapore","Asia",2651869
"1364",1987,"Singapore","Asia",2794552
"1365",1992,"Singapore","Asia",3235865
"1366",1997,"Singapore","Asia",3802309
"1367",2002,"Singapore","Asia",4197776
"1368",2007,"Singapore","Asia",4553009
"1369",1952,"Slovak Republic","Europe",3558137
"1370",1957,"Slovak Republic","Europe",3844277
"1371",1962,"Slovak Republic","Europe",4237384
"1372",1967,"Slovak Republic","Europe",4442238
"1373",1972,"Slovak Republic","Europe",4593433
"1374",1977,"Slovak Republic","Europe",4827803
"1375",1982,"Slovak Republic","Europe",5048043
"1376",1987,"Slovak Republic","Europe",5199318
"1377",1992,"Slovak Republic","Europe",5302888
"1378",1997,"Slovak Republic","Europe",5383010
"1379",2002,"Slovak Republic","Europe",5410052
"1380",2007,"Slovak Republic","Europe",5447502
"1381",1952,"Slovenia","Europe",1489518
"1382",1957,"Slovenia","Europe",1533070
"1383",1962,"Slovenia","Europe",1582962
"1384",1967,"Slovenia","Europe",1646912
"1385",1972,"Slovenia","Europe",1694510
"1386",1977,"Slovenia","Europe",1746919
"1387",1982,"Slovenia","Europe",1861252
"1388",1987,"Slovenia","Europe",1945870
"1389",1992,"Slovenia","Europe",1999210
"1390",1997,"Slovenia","Europe",2011612
"1391",2002,"Slovenia","Europe",2011497
"1392",2007,"Slovenia","Europe",2009245
"1393",1952,"Somalia","Africa",2526994
"1394",1957,"Somalia","Africa",2780415
"1395",1962,"Somalia","Africa",3080153
"1396",1967,"Somalia","Africa",3428839
"1397",1972,"Somalia","Africa",3840161
"1398",1977,"Somalia","Africa",4353666
"1399",1982,"Somalia","Africa",5828892
"1400",1987,"Somalia","Africa",6921858
"1401",1992,"Somalia","Africa",6099799
"1402",1997,"Somalia","Africa",6633514
"1403",2002,"Somalia","Africa",7753310
"1404",2007,"Somalia","Africa",9118773
"1405",1952,"South Africa","Africa",14264935
"1406",1957,"South Africa","Africa",16151549
"1407",1962,"South Africa","Africa",18356657
"1408",1967,"South Africa","Africa",20997321
"1409",1972,"South Africa","Africa",23935810
"1410",1977,"South Africa","Africa",27129932
"1411",1982,"South Africa","Africa",31140029
"1412",1987,"South Africa","Africa",35933379
"1413",1992,"South Africa","Africa",39964159
"1414",1997,"South Africa","Africa",42835005
"1415",2002,"South Africa","Africa",44433622
"1416",2007,"South Africa","Africa",43997828
"1417",1952,"Spain","Europe",28549870
"1418",1957,"Spain","Europe",29841614
"1419",1962,"Spain","Europe",31158061
"1420",1967,"Spain","Europe",32850275
"1421",1972,"Spain","Europe",34513161
"1422",1977,"Spain","Europe",36439000
"1423",1982,"Spain","Europe",37983310
"1424",1987,"Spain","Europe",38880702
"1425",1992,"Spain","Europe",39549438
"1426",1997,"Spain","Europe",39855442
"1427",2002,"Spain","Europe",40152517
"1428",2007,"Spain","Europe",40448191
"1429",1952,"Sri Lanka","Asia",7982342
"1430",1957,"Sri Lanka","Asia",9128546
"1431",1962,"Sri Lanka","Asia",10421936
"1432",1967,"Sri Lanka","Asia",11737396
"1433",1972,"Sri Lanka","Asia",13016733
"1434",1977,"Sri Lanka","Asia",14116836
"1435",1982,"Sri Lanka","Asia",15410151
"1436",1987,"Sri Lanka","Asia",16495304
"1437",1992,"Sri Lanka","Asia",17587060
"1438",1997,"Sri Lanka","Asia",18698655
"1439",2002,"Sri Lanka","Asia",19576783
"1440",2007,"Sri Lanka","Asia",20378239
"1441",1952,"Sudan","Africa",8504667
"1442",1957,"Sudan","Africa",9753392
"1443",1962,"Sudan","Africa",11183227
"1444",1967,"Sudan","Africa",12716129
"1445",1972,"Sudan","Africa",14597019
"1446",1977,"Sudan","Africa",17104986
"1447",1982,"Sudan","Africa",20367053
"1448",1987,"Sudan","Africa",24725960
"1449",1992,"Sudan","Africa",28227588
"1450",1997,"Sudan","Africa",32160729
"1451",2002,"Sudan","Africa",37090298
"1452",2007,"Sudan","Africa",42292929
"1453",1952,"Swaziland","Africa",290243
"1454",1957,"Swaziland","Africa",326741
"1455",1962,"Swaziland","Africa",370006
"1456",1967,"Swaziland","Africa",420690
"1457",1972,"Swaziland","Africa",480105
"1458",1977,"Swaziland","Africa",551425
"1459",1982,"Swaziland","Africa",649901
"1460",1987,"Swaziland","Africa",779348
"1461",1992,"Swaziland","Africa",962344
"1462",1997,"Swaziland","Africa",1054486
"1463",2002,"Swaziland","Africa",1130269
"1464",2007,"Swaziland","Africa",1133066
"1465",1952,"Sweden","Europe",7124673
"1466",1957,"Sweden","Europe",7363802
"1467",1962,"Sweden","Europe",7561588
"1468",1967,"Sweden","Europe",7867931
"1469",1972,"Sweden","Europe",8122293
"1470",1977,"Sweden","Europe",8251648
"1471",1982,"Sweden","Europe",8325260
"1472",1987,"Sweden","Europe",8421403
"1473",1992,"Sweden","Europe",8718867
"1474",1997,"Sweden","Europe",8897619
"1475",2002,"Sweden","Europe",8954175
"1476",2007,"Sweden","Europe",9031088
"1477",1952,"Switzerland","Europe",4815000
"1478",1957,"Switzerland","Europe",5126000
"1479",1962,"Switzerland","Europe",5666000
"1480",1967,"Switzerland","Europe",6063000
"1481",1972,"Switzerland","Europe",6401400
"1482",1977,"Switzerland","Europe",6316424
"1483",1982,"Switzerland","Europe",6468126
"1484",1987,"Switzerland","Europe",6649942
"1485",1992,"Switzerland","Europe",6995447
"1486",1997,"Switzerland","Europe",7193761
"1487",2002,"Switzerland","Europe",7361757
"1488",2007,"Switzerland","Europe",7554661
"1489",1952,"Syria","Asia",3661549
"1490",1957,"Syria","Asia",4149908
"1491",1962,"Syria","Asia",4834621
"1492",1967,"Syria","Asia",5680812
"1493",1972,"Syria","Asia",6701172
"1494",1977,"Syria","Asia",7932503
"1495",1982,"Syria","Asia",9410494
"1496",1987,"Syria","Asia",11242847
"1497",1992,"Syria","Asia",13219062
"1498",1997,"Syria","Asia",15081016
"1499",2002,"Syria","Asia",17155814
"1500",2007,"Syria","Asia",19314747
"1501",1952,"Taiwan","Asia",8550362
"1502",1957,"Taiwan","Asia",10164215
"1503",1962,"Taiwan","Asia",11918938
"1504",1967,"Taiwan","Asia",13648692
"1505",1972,"Taiwan","Asia",15226039
"1506",1977,"Taiwan","Asia",16785196
"1507",1982,"Taiwan","Asia",18501390
"1508",1987,"Taiwan","Asia",19757799
"1509",1992,"Taiwan","Asia",20686918
"1510",1997,"Taiwan","Asia",21628605
"1511",2002,"Taiwan","Asia",22454239
"1512",2007,"Taiwan","Asia",23174294
"1513",1952,"Tanzania","Africa",8322925
"1514",1957,"Tanzania","Africa",9452826
"1515",1962,"Tanzania","Africa",10863958
"1516",1967,"Tanzania","Africa",12607312
"1517",1972,"Tanzania","Africa",14706593
"1518",1977,"Tanzania","Africa",17129565
"1519",1982,"Tanzania","Africa",19844382
"1520",1987,"Tanzania","Africa",23040630
"1521",1992,"Tanzania","Africa",26605473
"1522",1997,"Tanzania","Africa",30686889
"1523",2002,"Tanzania","Africa",34593779
"1524",2007,"Tanzania","Africa",38139640
"1525",1952,"Thailand","Asia",21289402
"1526",1957,"Thailand","Asia",25041917
"1527",1962,"Thailand","Asia",29263397
"1528",1967,"Thailand","Asia",34024249
"1529",1972,"Thailand","Asia",39276153
"1530",1977,"Thailand","Asia",44148285
"1531",1982,"Thailand","Asia",48827160
"1532",1987,"Thailand","Asia",52910342
"1533",1992,"Thailand","Asia",56667095
"1534",1997,"Thailand","Asia",60216677
"1535",2002,"Thailand","Asia",62806748
"1536",2007,"Thailand","Asia",65068149
"1537",1952,"Togo","Africa",1219113
"1538",1957,"Togo","Africa",1357445
"1539",1962,"Togo","Africa",1528098
"1540",1967,"Togo","Africa",1735550
"1541",1972,"Togo","Africa",2056351
"1542",1977,"Togo","Africa",2308582
"1543",1982,"Togo","Africa",2644765
"1544",1987,"Togo","Africa",3154264
"1545",1992,"Togo","Africa",3747553
"1546",1997,"Togo","Africa",4320890
"1547",2002,"Togo","Africa",4977378
"1548",2007,"Togo","Africa",5701579
"1549",1952,"Trinidad and Tobago","Americas",662850
"1550",1957,"Trinidad and Tobago","Americas",764900
"1551",1962,"Trinidad and Tobago","Americas",887498
"1552",1967,"Trinidad and Tobago","Americas",960155
"1553",1972,"Trinidad and Tobago","Americas",975199
"1554",1977,"Trinidad and Tobago","Americas",1039009
"1555",1982,"Trinidad and Tobago","Americas",1116479
"1556",1987,"Trinidad and Tobago","Americas",1191336
"1557",1992,"Trinidad and Tobago","Americas",1183669
"1558",1997,"Trinidad and Tobago","Americas",1138101
"1559",2002,"Trinidad and Tobago","Americas",1101832
"1560",2007,"Trinidad and Tobago","Americas",1056608
"1561",1952,"Tunisia","Africa",3647735
"1562",1957,"Tunisia","Africa",3950849
"1563",1962,"Tunisia","Africa",4286552
"1564",1967,"Tunisia","Africa",4786986
"1565",1972,"Tunisia","Africa",5303507
"1566",1977,"Tunisia","Africa",6005061
"1567",1982,"Tunisia","Africa",6734098
"1568",1987,"Tunisia","Africa",7724976
"1569",1992,"Tunisia","Africa",8523077
"1570",1997,"Tunisia","Africa",9231669
"1571",2002,"Tunisia","Africa",9770575
"1572",2007,"Tunisia","Africa",10276158
"1573",1952,"Turkey","Europe",22235677
"1574",1957,"Turkey","Europe",25670939
"1575",1962,"Turkey","Europe",29788695
"1576",1967,"Turkey","Europe",33411317
"1577",1972,"Turkey","Europe",37492953
"1578",1977,"Turkey","Europe",42404033
"1579",1982,"Turkey","Europe",47328791
"1580",1987,"Turkey","Europe",52881328
"1581",1992,"Turkey","Europe",58179144
"1582",1997,"Turkey","Europe",63047647
"1583",2002,"Turkey","Europe",67308928
"1584",2007,"Turkey","Europe",71158647
"1585",1952,"Uganda","Africa",5824797
"1586",1957,"Uganda","Africa",6675501
"1587",1962,"Uganda","Africa",7688797
"1588",1967,"Uganda","Africa",8900294
"1589",1972,"Uganda","Africa",10190285
"1590",1977,"Uganda","Africa",11457758
"1591",1982,"Uganda","Africa",12939400
"1592",1987,"Uganda","Africa",15283050
"1593",1992,"Uganda","Africa",18252190
"1594",1997,"Uganda","Africa",21210254
"1595",2002,"Uganda","Africa",24739869
"1596",2007,"Uganda","Africa",29170398
"1597",1952,"United Kingdom","Europe",50430000
"1598",1957,"United Kingdom","Europe",51430000
"1599",1962,"United Kingdom","Europe",53292000
"1600",1967,"United Kingdom","Europe",54959000
"1601",1972,"United Kingdom","Europe",56079000
"1602",1977,"United Kingdom","Europe",56179000
"1603",1982,"United Kingdom","Europe",56339704
"1604",1987,"United Kingdom","Europe",56981620
"1605",1992,"United Kingdom","Europe",57866349
"1606",1997,"United Kingdom","Europe",58808266
"1607",2002,"United Kingdom","Europe",59912431
"1608",2007,"United Kingdom","Europe",60776238
"1609",1952,"United States","Americas",157553000
"1610",1957,"United States","Americas",171984000
"1611",1962,"United States","Americas",186538000
"1612",1967,"United States","Americas",198712000
"1613",1972,"United States","Americas",209896000
"1614",1977,"United States","Americas",220239000
"1615",1982,"United States","Americas",232187835
"1616",1987,"United States","Americas",242803533
"1617",1992,"United States","Americas",256894189
"1618",1997,"United States","Americas",272911760
"1619",2002,"United States","Americas",287675526
"1620",2007,"United States","Americas",301139947
"1621",1952,"Uruguay","Americas",2252965
"1622",1957,"Uruguay","Americas",2424959
"1623",1962,"Uruguay","Americas",2598466
"1624",1967,"Uruguay","Americas",2748579
"1625",1972,"Uruguay","Americas",2829526
"1626",1977,"Uruguay","Americas",2873520
"1627",1982,"Uruguay","Americas",2953997
"1628",1987,"Uruguay","Americas",3045153
"1629",1992,"Uruguay","Americas",3149262
"1630",1997,"Uruguay","Americas",3262838
"1631",2002,"Uruguay","Americas",3363085
"1632",2007,"Uruguay","Americas",3447496
"1633",1952,"Venezuela","Americas",5439568
"1634",1957,"Venezuela","Americas",6702668
"1635",1962,"Venezuela","Americas",8143375
"1636",1967,"Venezuela","Americas",9709552
"1637",1972,"Venezuela","Americas",11515649
"1638",1977,"Venezuela","Americas",13503563
"1639",1982,"Venezuela","Americas",15620766
"1640",1987,"Venezuela","Americas",17910182
"1641",1992,"Venezuela","Americas",20265563
"1642",1997,"Venezuela","Americas",22374398
"1643",2002,"Venezuela","Americas",24287670
"1644",2007,"Venezuela","Americas",26084662
"1645",1952,"Vietnam","Asia",26246839
"1646",1957,"Vietnam","Asia",28998543
"1647",1962,"Vietnam","Asia",33796140
"1648",1967,"Vietnam","Asia",39463910
"1649",1972,"Vietnam","Asia",44655014
"1650",1977,"Vietnam","Asia",50533506
"1651",1982,"Vietnam","Asia",56142181
"1652",1987,"Vietnam","Asia",62826491
"1653",1992,"Vietnam","Asia",69940728
"1654",1997,"Vietnam","Asia",76048996
"1655",2002,"Vietnam","Asia",80908147
"1656",2007,"Vietnam","Asia",85262356
"1657",1952,"West Bank and Gaza","Asia",1030585
"1658",1957,"West Bank and Gaza","Asia",1070439
"1659",1962,"West Bank and Gaza","Asia",1133134
"1660",1967,"West Bank and Gaza","Asia",1142636
"1661",1972,"West Bank and Gaza","Asia",1089572
"1662",1977,"West Bank and Gaza","Asia",1261091
"1663",1982,"West Bank and Gaza","Asia",1425876
"1664",1987,"West Bank and Gaza","Asia",1691210
"1665",1992,"West Bank and Gaza","Asia",2104779
"1666",1997,"West Bank and Gaza","Asia",2826046
"1667",2002,"West Bank and Gaza","Asia",3389578
"1668",2007,"West Bank and Gaza","Asia",4018332
"1669",1952,"Yemen, Rep.","Asia",4963829
"1670",1957,"Yemen, Rep.","Asia",5498090
"1671",1962,"Yemen, Rep.","Asia",6120081
"1672",1967,"Yemen, Rep.","Asia",6740785
"1673",1972,"Yemen, Rep.","Asia",7407075
"1674",1977,"Yemen, Rep.","Asia",8403990
"1675",1982,"Yemen, Rep.","Asia",9657618
"1676",1987,"Yemen, Rep.","Asia",11219340
"1677",1992,"Yemen, Rep.","Asia",13367997
"1678",1997,"Yemen, Rep.","Asia",15826497
"1679",2002,"Yemen, Rep.","Asia",18701257
"1680",2007,"Yemen, Rep.","Asia",22211743
"1681",1952,"Zambia","Africa",2672000
"1682",1957,"Zambia","Africa",3016000
"1683",1962,"Zambia","Africa",3421000
"1684",1967,"Zambia","Africa",3900000
"1685",1972,"Zambia","Africa",4506497
"1686",1977,"Zambia","Africa",5216550
"1687",1982,"Zambia","Africa",6100407
"1688",1987,"Zambia","Africa",7272406
"1689",1992,"Zambia","Africa",8381163
"1690",1997,"Zambia","Africa",9417789
"1691",2002,"Zambia","Africa",10595811
"1692",2007,"Zambia","Africa",11746035
"1693",1952,"Zimbabwe","Africa",3080907
"1694",1957,"Zimbabwe","Africa",3646340
"1695",1962,"Zimbabwe","Africa",4277736
"1696",1967,"Zimbabwe","Africa",4995432
"1697",1972,"Zimbabwe","Africa",5861135
"1698",1977,"Zimbabwe","Africa",6642107
"1699",1982,"Zimbabwe","Africa",7636524
"1700",1987,"Zimbabwe","Africa",9216418
"1701",1992,"Zimbabwe","Africa",10704340
"1702",1997,"Zimbabwe","Africa",11404948
"1703",2002,"Zimbabwe","Africa",11926563
"1704",2007,"Zimbabwe","Africa",12311143
